Symbol,Company,Volume,Price,Change,%Change
ENTA,Enanta Pharmaceuticals Inc.,394.0K,4.71,0.45,10.56
OLMA,Olema Pharmaceuticals Inc.,878.9K,3.77,0.36,10.56
FRO,Frontline PLC,4.2M,15.50,1.48,10.51
ONC,BeiGene Ltd. ADR,749.1K,230.15,21.84,10.48
BMA,Banco Macro S.A. ADR,661.1K,78.96,7.46,10.43
SUPV,Grupo Supervielle S.A. ADR,1.4M,13.04,1.23,10.41
HMR,Heidmar Maritime Holdings Corp.,298.5K,2.76,0.26,10.40
AU,AngloGold Ashanti PLC,6.2M,42.88,4.03,10.37
LOMA,Loma Negra Compania Industrial Argentina S.A. ADR,275.3K,10.04,0.94,10.33
MXCT,MaxCyte Inc.,363.2K,2.58,0.24,10.26
SEDG,SolarEdge Technologies Inc.,4.1M,12.76,1.19,10.23
ASPI,ASP Isotopes Inc.,2.6M,6.00,0.56,10.22
CYRX,Cryoport Inc.,334.1K,5.76,0.53,10.16
GGAL,Grupo Financiero Galicia S.A. ADR,2.2M,53.88,4.96,10.15
ABL,Abacus Global Management Inc.,1.4M,7.85,0.72,10.10
ABEO,Abeona Therapeutics Inc.,962.5K,4.60,0.42,10.05
MPWR,Monolithic Power Systems Inc.,1.6M,532.99,48.28,9.96
GNK,Genco Shipping & Trading Ltd.,710.4K,13.18,1.19,9.92
BLUE,bluebird bio Inc.,344.3K,5.13,0.46,9.85
MSTR,MicroStrategy Inc.,18.9M,299.08,26.74,9.82
INDO,Indonesia Energy Corp. Ltd.,175.5K,2.35,0.21,9.81
RAIN,Rain Enhancement Technologies Holdco Inc. Cl A,79.9K,2.69,0.24,9.80
MLYS,Mineralys Therapeutics Inc.,718.2K,13.38,1.19,9.76
TNK,Teekay Tankers Ltd.,548.6K,39.26,3.49,9.76
TEN,Tsakos Energy Navigation Ltd.,463.9K,15.95,1.41,9.70
HYMC,Hycroft Mining Holding Corp.,357.7K,3.10,0.28,9.72
INMB,INmune Bio Inc.,223.3K,7.38,0.65,9.66
IRON,Disc Medicine Inc.,448.7K,38.61,3.38,9.59
SUP,Superior Industries International Inc.,180.6K,2.41,0.21,9.55
CGON,CG Oncology Inc.,1.3M,19.30,1.68,9.50
China,HUTCHMED,175.2K,13.72,1.19,9.50
TEO,Telecom Argentina S.A. ADR,252.3K,11.14,0.96,9.49
