Symbol,Company,Volume,Price,Change,%Change
EPSM,Epsium Enterprise Ltd.,275.2K,5.26,0.31,6.19
SEPN,Septerna Inc.,325.9K,5.82,0.33,6.01
ABEO,Abeona Therapeutics Inc.,949.0K,4.96,0.28,5.88
CNC,Centene Corp.,6.4M,64.30,3.57,5.88
DERM,Journey Medical Corp.,74.2K,6.59,0.35,5.61
NGG,National Grid PLC ADR,946.2K,69.40,3.62,5.50
ELV,Elevance Health Inc.,2.7M,452.78,23.45,5.46
POET,POET Technologies Inc.,1.4M,4.07,0.20,5.31
SBAC,SBA Communications Corp.,1.3M,230.88,11.54,5.26
BDMD,Baird Medical Investment Holdings Ltd.,69.9K,5.78,0.28,5.09
KR,Kroger Co.,12.4M,70.69,3.42,5.08
DWTX,Dogwood Therapeutics Inc.,197.2K,4.25,0.20,4.94
FSLR,First Solar Inc.,8.1M,136.19,6.37,4.91
CELZ,Creative Medical Technology Holdings Inc.,72.2K,2.24,0.10,4.91
IDR,Idaho Strategic Resources Inc.,381.2K,15.93,0.74,4.87
TEF,Telefonica S.A. ADR,1.1M,4.89,0.22,4.71
DG,Dollar General Corp.,9.8M,94.44,4.24,4.70
AMT,American Tower REIT,4.8M,228.14,10.24,4.70
UL,Unilever PLC ADR,6.1M,62.56,2.69,4.50
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo ADR,1.1M,18.70,0.79,4.38
FCFS,FirstCash Holdings Inc.,452.5K,127.42,5.34,4.37
ACTU,Actuate Therapeutics Inc.,58.3K,7.21,0.30,4.34
CSAN,Cosan S.A. ADR,1.4M,5.55,0.23,4.29
BMGL,Basel Medical Group Ltd.,72.2K,5.40,0.22,4.25
MSEX,Middlesex Water Co.,141.6K,66.55,2.68,4.20
CNL,Collective Mining Ltd.,139.5K,9.46,0.38,4.19
PPC,Pilgrim's Pride Corp.,1.4M,51.05,2.05,4.18
ELP,Companhia Paranaense de Energia-COPEL ADR,130.0K,7.72,0.31,4.18
BTI,British American Tobacco PLC ADR,8.1M,41.93,1.68,4.17
FCEL,FuelCell Energy Inc.,497.3K,4.81,0.19,4.11
GPUS,Hyperscale Data Inc.,60.4K,2.79,0.11,4.10
TU,TELUS Corp.,3.3M,14.56,0.57,4.07
MASK,3 E Network Technology Group Ltd. Cl A,52.3K,3.65,0.14,3.99
AWK,American Water Works Co.,2.3M,151.95,5.76,3.94
AMX,America Movil S.A.B. de C.V. ADR,3.0M,15.02,0.56,3.91
BKD,Brookdale Senior Living Inc.,3.6M,6.28,0.23,3.89
BCE,BCE Inc.,3.7M,22.66,0.84,3.85
FMS,Fresenius Medical Care AG,398.7K,25.67,0.94,3.79
PM,Philip Morris International Inc.,8.4M,162.07,5.90,3.78
DBVT,DBV Technologies S.A. ADR,127.4K,7.99,0.29,3.77
ALHC,Alignment Healthcare Inc.,2.1M,18.50,0.65,3.64
GSK,GSK PLC ADR,8.4M,39.00,1.36,3.61
COR,Cencora Inc.,2.6M,289.36,9.85,3.52
MCK,McKesson Corp.,1.9M,717.49,23.96,3.45
TIMB,TIM S/A ADR,576.0K,16.51,0.55,3.43
VIV,Telefonica Brasil S.A. ADR,891.2K,9.30,0.30,3.39
RGC,Regencell Bioscience Holdings Ltd.,82.3K,24.32,0.79,3.36
UNH,UnitedHealth Group Inc.,5.2M,540.76,17.56,3.36
KT,KT Corp. ADR,1.1M,17.88,0.57,3.29
WTRG,Essential Utilities Inc.,1.3M,40.65,1.26,3.20
TIGO,Millicom International Cellular S.A.,1.2M,30.47,0.94,3.18
CCI,Crown Castle Inc.,3.4M,107.07,3.26,3.14
BJ,BJ's Wholesale Club Holdings Inc.,2.8M,118.57,3.60,3.13
BBD,Banco Bradesco S/A Pref ADR,54.5M,2.28,0.07,3.08
ITUB,Itau Unibanco Holding S/A ADR,35.7M,5.70,0.17,3.07
DUK,Duke Energy Corp.,5.6M,124.06,3.67,3.05
TBBB,BBB Foods Inc.,779.1K,28.08,0.83,3.05
RCI,Rogers Communications Inc. Cl B,1.3M,26.06,0.77,3.04
EBR,Centrais Eletricas Brasileiras S/A ADR,1.3M,7.34,0.21,3.02
GIS,General Mills Inc.,6.2M,60.95,1.76,2.98
EZPW,Ezcorp Inc. Cl A,1.6M,15.77,0.45,2.94
CCU,Compania Cervecerias Unidas S.A. ADR,246.1K,15.60,0.44,2.90
WING,Wingstop Inc.,2.1M,242.78,6.82,2.89
ED,Consolidated Edison Inc.,2.7M,112.73,3.15,2.87
JNJ,Johnson & Johnson,10.3M,159.81,4.45,2.86
VOD,Vodafone Group PLC ADR,12.6M,9.38,0.26,2.80
CCEP,Coca-Cola Europacific Partners PLC,3.2M,89.83,2.42,2.77
SPRY,ARS Pharmaceuticals Inc.,2.2M,13.41,0.36,2.76
HLN,Haleon PLC ADR,12.4M,10.44,0.28,2.76
EXC,Exelon Corp.,9.7M,47.22,1.25,2.73
MDLZ,Mondelez International Inc. Cl A,10.7M,67.94,1.80,2.73
