Symbol,Company,Volume,Price,Change,%Change
AVAV,AeroVironment Inc.,228.7K,127.68,6.65,5.49
AG,First Majestic Silver Corp.,11.3M,5.52,0.28,5.44
QUIK,QuickLogic Corp.,58.3K,4.67,0.24,5.42
KRNT,Kornit Digital Ltd.,120.4K,16.66,0.84,5.34
QS,QuantumScape Corp. Cl A,4.7M,3.66,0.18,5.33
RDW,Redwire Corp.,503.3K,8.12,0.41,5.32
BNGO,Bionano Genomics Inc.,94.5K,2.98,0.15,5.31
WOLF,Wolfspeed Inc.,9.7M,2.30,0.12,5.28
BVN,Compania de Minas Buenaventura S.A. ADR,712.9K,13.62,0.68,5.26
ARM,Arm Holdings PLC ADR,3.6M,90.30,4.47,5.21
EVTL,Vertical Aerospace Ltd.,130.7K,3.03,0.15,5.21
PAAS,Pan American Silver Corp.,2.7M,22.84,1.12,5.16
GT,Goodyear Tire & Rubber Co.,3.1M,8.91,0.43,5.13
ORLA,Orla Mining Ltd.,609.0K,8.72,0.42,5.13
MTEN,Mingteng International Corp. Inc.,65.6K,4.31,0.21,5.12
SSTK,Shutterstock Inc.,172.5K,15.30,0.74,5.12
BLMN,Bloomin' Brands Inc.,1.2M,6.58,0.32,5.11
VSH,Vishay Intertechnology Inc.,1.9M,11.11,0.54,5.11
VERA,Vera Therapeutics Inc.,224.4K,19.82,0.96,5.09
HL,Hecla Mining Co.,15.7M,4.95,0.24,5.08
CAMT,Camtek Ltd.,245.8K,54.97,2.65,5.06
NG,NovaGold Resources Inc.,1.4M,2.40,0.12,5.04
REE,REE Automotive Ltd.,101.1K,2.51,0.12,5.02
MASS,908 Devices Inc.,84.7K,3.81,0.18,4.96
AMRC,Ameresco Inc. Cl A,234.4K,9.74,0.46,4.96
AMPX,Amprius Technologies Inc.,1.2M,2.22,0.10,4.95
PPTA,Perpetua Resources Corp.,535.9K,10.00,0.47,4.93
NTHI,NeOnc Technologies Holdings Inc.,69.4K,10.10,0.47,4.89
WK,Workiva Inc. Cl A,443.5K,64.89,2.98,4.81
USAU,U.S. Gold Corp.,142.6K,8.29,0.38,4.79
TSLA,Tesla Inc.,76.3M,232.46,10.60,4.78
PANL,Pangaea Logistics Solutions Ltd.,141.3K,4.18,0.19,4.76
MTSI,MACOM Technology Solutions Holdings Inc.,574.3K,91.80,4.16,4.74
AMD,Advanced Micro Devices Inc.,30.4M,81.91,3.70,4.73
NGD,New Gold Inc.,12.8M,3.12,0.14,4.70
