Symbol,Company,Volume,Price,Change,%Change
CTAS,Cintas Corp.,3.7M,204.71,11.25,5.82
KNOP,Knot Offshore Partners LP,129.4K,6.74,0.37,5.81
EVC,Entravision Communications Corp.,385.8K,2.22,0.12,5.71
PRTA,Prothena Corp. PLC,672.3K,13.37,0.72,5.69
GO,Grocery Outlet Holding Corp.,1.8M,12.90,0.69,5.65
CATO,Cato Corp. Cl A,271.2K,3.44,0.18,5.52
REX,Rex American Resources Corp.,198.6K,38.61,2.00,5.46
GRAB,Grab Holdings Ltd.,34.3M,4.78,0.24,5.29
STRW,Strawberry Fields REIT Inc.,90.9K,11.94,0.59,5.20
PLCE,Children's Place Inc.,216.5K,9.20,0.44,5.02
ACTU,Actuate Therapeutics Inc.,92.1K,8.00,0.38,4.99
VNET,VNET Group Inc. ADR,7.8M,8.90,0.42,4.95
ASH,Ashland Inc.,967.5K,59.72,2.79,4.90
NPCE,NeuroPace Inc.,292.7K,12.72,0.59,4.86
QFIN,Qifu Technology Inc. ADR,8.5M,46.37,2.14,4.84
NIU,Niu Technologies ADR,2.4M,4.34,0.20,4.83
RERE,ATRenew Inc. ADR,591.0K,3.15,0.14,4.65
OCX,Oncocyte Corp.,51.7K,3.18,0.14,4.61
HTZ,Hertz Global Holdings Inc.,6.3M,3.45,0.15,4.55
BIOX,Bioceres Crop Solutions Corp.,163.4K,4.38,0.19,4.53
MWYN,Marwynn Holdings Inc.,749.7K,4.38,0.18,4.29
HAIN,Hain Celestial Group Inc.,1.5M,3.91,0.16,4.27
PAYX,Paychex Inc.,4.4M,150.19,6.06,4.20
RILY,B. Riley Financial Inc.,1.4M,4.22,0.17,4.20
GPUS,Hyperscale Data Inc.,109.1K,2.50,0.10,4.17
MOH,Molina Healthcare Inc.,534.5K,323.44,12.91,4.16
TLK,Telekomunikasi Indonesia ADR,602.3K,14.66,0.58,4.12
FFWM,First Foundation Inc.,899.1K,4.93,0.19,4.01
LIPO,Lipella Pharmaceuticals Inc.,52.2K,2.60,0.10,4.00
ELAB,PMGC Holdings Inc.,95.2K,5.10,0.19,3.87
NOA,North American Construction Group Ltd.,97.3K,16.99,0.63,3.85
DIBS,1stdibs.com Inc.,78.6K,3.10,0.11,3.68
HBB,Hamilton Beach Brands Holding Co. Cl A,50.3K,19.79,0.70,3.67
USNA,USANA Health Sciences Inc.,175.7K,27.22,0.96,3.66
TALO,Talos Energy Inc.,2.1M,9.57,0.33,3.57
FLIC,First of Long Island Corp.,86.7K,12.49,0.43,3.57
UVE,Universal Insurance Holdings Inc.,164.9K,22.72,0.78,3.56
CING,Cingulate Inc.,64.1K,4.14,0.14,3.50
CNOB,ConnectOne Bancorp Inc.,346.7K,24.56,0.83,3.50
MKFG,Markforged Holding Corp.,696.3K,4.45,0.15,3.49
CAR,Avis Budget Group Inc.,1.4M,61.55,2.07,3.48
HCI,HCI Group Inc.,179.3K,145.35,4.88,3.47
TAL,TAL Education Group ADR,7.1M,13.48,0.45,3.45
ADNT,Adient PLC,2.2M,15.09,0.50,3.43
KINS,Kingstone Cos. Inc.,251.4K,16.67,0.55,3.41
ACIC,American Coastal Insurance Corp.,256.5K,11.87,0.39,3.40
CABO,Cable One Inc.,131.2K,273.42,8.96,3.39
